かぶら寿司,,,-4472,名詞,一般,*,*,*,*,かぶら寿司,*,*,local_foods
大根寿司,,,-3200,名詞,一般,*,*,*,*,大根寿司,*,*,local_foods
ボラ茶漬け,,,-4472,名詞,一般,*,*,*,*,ボラ茶漬け,*,*,local_foods
いしるの貝焼鍋,,,-7408,名詞,一般,*,*,*,*,いしるの貝焼鍋,*,*,local_foods
くずまわし,,,-4472,名詞,一般,*,*,*,*,くずまわし,*,*,local_foods
柿の葉寿司,,,-4472,名詞,一般,*,*,*,*,柿の葉寿司,*,*,local_foods
こんかいわし,,,-5878,名詞,一般,*,*,*,*,こんかいわし,*,*,local_foods
いとこ汁,,,-3200,名詞,一般,*,*,*,*,いとこ汁,*,*,local_foods
めった汁,,,-3200,名詞,一般,*,*,*,*,めった汁,*,*,local_foods
てんば菜,,,-3200,名詞,一般,*,*,*,*,てんば菜,*,*,local_foods
鯛の唐蒸し,,,-4472,名詞,一般,*,*,*,*,鯛の唐蒸し,*,*,local_foods
河豚の卵巣の糠漬け,,,-10800,名詞,一般,*,*,*,*,河豚の卵巣の糠漬け,*,*,local_foods
茄子そうめん,,,-5878,名詞,一般,*,*,*,*,茄子そうめん,*,*,local_foods
甘エビの具足煮,,,-7408,名詞,一般,*,*,*,*,甘エビの具足煮,*,*,local_foods
たらの子つけ,,,-5878,名詞,一般,*,*,*,*,たらの子つけ,*,*,local_foods
たくあんの煮たの,,,-9050,名詞,一般,*,*,*,*,たくあんの煮たの,*,*,local_foods
越前おろしそば,,,-7408,名詞,一般,*,*,*,*,越前おろしそば,*,*,local_foods
越前がに,,,-3200,名詞,一般,*,*,*,*,越前がに,*,*,local_foods
かにめし,,,-3200,名詞,一般,*,*,*,*,かにめし,*,*,local_foods
はま焼きサバ,,,-5878,名詞,一般,*,*,*,*,はま焼きサバ,*,*,local_foods
あられがこの煮物,,,-9050,名詞,一般,*,*,*,*,あられがこの煮物,*,*,local_foods
ゼンマイ,,,-3200,名詞,一般,*,*,*,*,ゼンマイ,*,*,local_foods
小鯛の笹漬け,,,-5878,名詞,一般,*,*,*,*,小鯛の笹漬け,*,*,local_foods
たくあんの煮たの,,,-9050,名詞,一般,*,*,*,*,たくあんの煮たの,*,*,local_foods
殿様料理,,,-3200,名詞,一般,*,*,*,*,殿様料理,*,*,local_foods
ぼっかけ汁,,,-4472,名詞,一般,*,*,*,*,ぼっかけ汁,*,*,local_foods
甘鯛の若狭焼き,,,-7408,名詞,一般,*,*,*,*,甘鯛の若狭焼き,*,*,local_foods
羽二重餅,,,-3200,名詞,一般,*,*,*,*,羽二重餅,*,*,local_foods
葉っぱずし,,,-4472,名詞,一般,*,*,*,*,葉っぱずし,*,*,local_foods
鮑の煮貝,,,-3200,名詞,一般,*,*,*,*,鮑の煮貝,*,*,local_foods
煮貝の箱ずし,,,-5878,名詞,一般,*,*,*,*,煮貝の箱ずし,*,*,local_foods
煮貝の甲州じめ,,,-7408,名詞,一般,*,*,*,*,煮貝の甲州じめ,*,*,local_foods
ほうとう,,,-3200,名詞,一般,*,*,*,*,ほうとう,*,*,local_foods
吉田のうどん,,,-5878,名詞,一般,*,*,*,*,吉田のうどん,*,*,local_foods
むかご飯,,,-3200,名詞,一般,*,*,*,*,むかご飯,*,*,local_foods
身延湯葉,,,-3200,名詞,一般,*,*,*,*,身延湯葉,*,*,local_foods
身延饅頭,,,-3200,名詞,一般,*,*,*,*,身延饅頭,*,*,local_foods
溶岩焼き,,,-3200,名詞,一般,*,*,*,*,溶岩焼き,*,*,local_foods
甲府鳥もつ煮,,,-5878,名詞,一般,*,*,*,*,甲府鳥もつ煮,*,*,local_foods
信州味噌,,,-3200,名詞,一般,*,*,*,*,信州味噌,*,*,local_foods
信州そば,,,-3200,名詞,一般,*,*,*,*,信州そば,*,*,local_foods
いなごの佃煮,,,-5878,名詞,一般,*,*,*,*,いなごの佃煮,*,*,local_foods
栗おこわ,,,-3200,名詞,一般,*,*,*,*,栗おこわ,*,*,local_foods
栗鹿の子,,,-3200,名詞,一般,*,*,*,*,栗鹿の子,*,*,local_foods
ざざむしの佃煮,,,-7408,名詞,一般,*,*,*,*,ざざむしの佃煮,*,*,local_foods
すんき漬け,,,-4472,名詞,一般,*,*,*,*,すんき漬け,*,*,local_foods
ひんのべ,,,-3200,名詞,一般,*,*,*,*,ひんのべ,*,*,local_foods
謙信ずし,,,-3200,名詞,一般,*,*,*,*,謙信ずし,*,*,local_foods
信濃蒸し,,,-3200,名詞,一般,*,*,*,*,信濃蒸し,*,*,local_foods
凍り蕎麦,,,-3200,名詞,一般,*,*,*,*,凍り蕎麦,*,*,local_foods
野沢菜漬,,,-3200,名詞,一般,*,*,*,*,野沢菜漬,*,*,local_foods
いもなます,,,-4472,名詞,一般,*,*,*,*,いもなます,*,*,local_foods
おにかけうどん,,,-7408,名詞,一般,*,*,*,*,おにかけうどん,*,*,local_foods
行者蕎麦,,,-3200,名詞,一般,*,*,*,*,行者蕎麦,*,*,local_foods
みすず飴,,,-3200,名詞,一般,*,*,*,*,みすず飴,*,*,local_foods
鯉のうま煮,,,-4472,名詞,一般,*,*,*,*,鯉のうま煮,*,*,local_foods
おしぼりうどん,,,-7408,名詞,一般,*,*,*,*,おしぼりうどん,*,*,local_foods
塩丸イカ,,,-3200,名詞,一般,*,*,*,*,塩丸イカ,*,*,local_foods
朴葉寿司,,,-3200,名詞,一般,*,*,*,*,朴葉寿司,*,*,local_foods
